Game Date,Game ID,Team,Player Name,Position,Batting AVG,At Bats,Hits,Doubles,Triples,Home Runs,RBIs,Runs,Walks,Strikeouts (Batting),Stolen Bases,Left On Base,OBP,SLG,OPS,Pitcher ERA,Innings Pitched,Hits Allowed,Runs Allowed,Earned Runs,Walks Issued,Strikeouts (Pitching),Home Runs Allowed,Pitches Thrown,Strikes,Wins,Losses,Saves,Holds,Blown Saves
2025-07-03,777259,Cleveland Guardians,Bo Naylor,C,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Logan Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,David Fry,PH,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Cade Smith,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Cleveland Guardians,José Ramírez,3B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Steven Kwan,LF,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Angel Martínez,"PH, 2B",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Doug Nikhazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Kyle Manzardo,DH,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Jakob Junis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Joey Cantillo,P,,,,,,,,,,,,,,,,,3.1,2.0,0.0,0.0,3.0,5.0,0.0,68.0,39.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Cleveland Guardians,Erik Sabrowski,P,,,,,,,,,,,,,,,,,1.2,0.0,0.0,0.0,0.0,2.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Cleveland Guardians,Gavin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Hunter Gaddis,P,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Cleveland Guardians,Tanner Bibee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Tim Herrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Lane Thomas,CF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Carlos Santana,1B,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Jose Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Josh Naylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Eduardo Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Tim Tawa,1B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Brandon Pfaadt,P,,,,,,,,,,,,,,,,,6.0,6.0,4.0,4.0,2.0,8.0,0.0,97.0,67.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777256,Arizona Diamondbacks,Shelby Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Merrill Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Jake McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Randal Grichuk,RF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Jalen Beeks,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777256,Arizona Diamondbacks,Kevin Ginkel,P,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,0.0,1.0,0.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777256,Arizona Diamondbacks,Ketel Marte,DH,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Blaze Alexander,2B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Ryne Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Anthony DeSclafani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Geraldo Perdomo,SS,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,John Curtiss,P,,,,,,,,,,,,,,,,,1.0,3.0,2.0,2.0,0.0,1.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777256,Arizona Diamondbacks,Eugenio Suárez,3B,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Jake Woodford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Zac Gallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Lourdes Gurriel Jr.,LF,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Ryan Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,James McCann,C,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Pavin Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Alek Thomas,CF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,Arizona Diamondbacks,Kyle Backhus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Heliot Ramos,LF,,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Mason Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Andrew Knizner,C,,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Tyler Fitzgerald,2B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Randy Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Logan Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Sergio Alcántara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Ryan Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Patrick Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Wilmer Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Hayden Birdsong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Spencer Bivens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Dominic Smith,1B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Brett Wisely,3B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Jung Hoo Lee,CF,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Joey Lucchesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Rafael Devers,DH,,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Tyler Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Camilo Doval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Luis Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Mike Yastrzemski,RF,,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Willy Adames,SS,,4.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Robbie Ray,P,,,,,,,,,,,,,,,,,9.0,3.0,2.0,2.0,1.0,7.0,2.0,102.0,69.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777256,San Francisco Giants,Erik Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Landen Roupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777256,San Francisco Giants,Justin Verlander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Cole Young,2B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Logan Evans,P,,,,,,,,,,,,,,,,,5.2,3.0,0.0,0.0,1.0,3.0,0.0,95.0,56.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777251,Seattle Mariners,Donovan Solano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,J.P. Crawford,SS,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Randy Arozarena,LF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Casey Legumina,P,,,,,,,,,,,,,,,,,0.2,0.0,2.0,2.0,3.0,0.0,0.0,24.0,12.0,0.0,1.0,0.0,1.0,0.0
2025-07-03,777251,Seattle Mariners,Dominic Canzone,RF,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Cal Raleigh,C,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Miles Mastrobuoni,PH,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Matt Brash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Logan Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Bryan Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Trent Thornton,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777251,Seattle Mariners,Luis Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,George Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Dylan Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Andrés Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Mitch Garver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Juan Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Gabe Speier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Julio Rodríguez,CF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Ben Williamson,3B,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Eduard Bazardo,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777251,Seattle Mariners,Jorge Polanco,DH,,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Luke Raley,1B,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Seattle Mariners,Carlos Vargas,P,,,,,,,,,,,,,,,,,0.2,2.0,1.0,1.0,1.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0
2025-07-03,777251,Kansas City Royals,Freddy Fermin,"DH, C",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Jonathan India,2B,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Tyler Tolbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Salvador Perez,C,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Nick Loftin,LF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,John Rave,RF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Drew Waters,LF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Mark Canha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Lucas Erceg,P,,,,,,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0
2025-07-03,777251,Kansas City Royals,Kris Bubic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Taylor Clarke,P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.2,1.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0
2025-07-03,777251,Kansas City Royals,Carlos Estévez,P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.1,3.0,1.0,1.0,0.0,2.0,1.0,33.0,20.0,0.0,0.0,1.0,0.0,0.0
2025-07-03,777251,Kansas City Royals,Vinnie Pasquantino,1B,,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Kyle Isbel,CF,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Michael Lorenzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Michael Wacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Maikel Garcia,3B,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Seth Lugo,P,,,,,,,,,,,,,,,,,6.1,6.0,1.0,1.0,2.0,7.0,1.0,101.0,65.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777251,Kansas City Royals,Noah Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Angel Zerpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Jac Caglianone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Bobby Witt Jr.,SS,,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,Steven Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777251,Kansas City Royals,John Schreiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Ben Casparius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Will Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Lou Trivino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Michael Conforto,LF,,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Dalton Rushing,C,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Alex Vesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Enrique Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Anthony Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Freddie Freeman,1B,,4.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Esteury Ruiz,RF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Hyeseong Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Tanner Scott,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777253,Los Angeles Dodgers,Tommy Edman,2B,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Shohei Ohtani,DH,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Will Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Justin Wrobleski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Teoscar Hernández,RF,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Andy Pages,CF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Noah Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Mookie Betts,SS,,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Miguel Rojas,3B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Kirby Yates,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777253,Los Angeles Dodgers,Jack Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Los Angeles Dodgers,Dustin May,P,,,,,,,,,,,,,,,,,7.0,4.0,2.0,2.0,1.0,9.0,1.0,86.0,62.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777253,Los Angeles Dodgers,Yoshinobu Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Lenyn Sosa,2B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Steven Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Tyler Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Josh Rojas,3B,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Brandon Eisert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Mike Tauchman,RF,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Shane Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Dan Altavilla,P,,,,,,,,,,,,,,,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777253,Chicago White Sox,Brooks Baldwin,CF,,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Chase Meidroth,SS,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Kyle Teel,C,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Grant Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Ryan Noda,DH,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Aaron Civale,P,,,,,,,,,,,,,,,,,5.0,5.0,5.0,2.0,2.0,4.0,1.0,93.0,57.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777253,Chicago White Sox,Jonathan Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Edgar Quero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Andrew Benintendi,LF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Jordan Leasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Sean Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Vinny Capra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Adrian Houser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Mike Vasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Austin Slater,"PH, DH",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Michael A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Miguel Vargas,1B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777253,Chicago White Sox,Tyler Gilbert,P,,,,,,,,,,,,,,,,,1.2,2.0,1.0,1.0,0.0,2.0,1.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0
